,job title,more info,job_company,job_location,skill requirement 1,skill requirement 2,skill requirement 3,posted time
1925,Face to Face Marketing,https://th.jobsdb.com//th/en/job/face-to-face-marketing-300003002458060?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1926&jobId=jobsdb-th-job-300003002458060,"INCEPTION MARKETING GROUP CO,.LTD",Phayathai,รับนักศึกษาจบใหม่ และผู้ไม่มีประสบการณ์งานขาย,รักงานขาย,บรรยากาศการทำงานที่สนุกสนาน,1d ago
1926,ECommerce Manager,https://th.jobsdb.com//th/en/job/ecommerce-manager-300003002451530?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1927&jobId=jobsdb-th-job-300003002451530,Jet Commerce,Dindaeng,2-3 yrs experience in ECommerce or Retail Business,"Formulating sales targets, project budgets, sales","Good in promotion methods, network data analysis",5d ago
1927,VP _ Marketing Consult,https://th.jobsdb.com//th/en/job/vp-_-marketing-consult-300003002467088?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1928&jobId=jobsdb-th-job-300003002467088,Ancor Thailand,Bangkok,"Manage, create, and develop marketing strategy",Design and develop smart solutions,Conduct market research,1d ago
1928,Junior Programmer/ เจ้าหน้าที่โปรแกรมเมอร์,https://th.jobsdb.com//th/en/job/junior-programmer-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B9%81%E0%B8%81%E0%B8%A3%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C-300003002451231?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1929&jobId=jobsdb-th-job-300003002451231,"ThaiTizens Co., Ltd.",Suanluang,Junior Developer - รับนักพัฒนาโปรแกรมไฟแรง,ใกล้บีทีเอส อ่อนนุช เดินทางสะดวก ของกินหาง่าย,มีค่าคอมมิชชั่น ทำงาน5วัน/สัปดาห์ สวัสดิการเยี่ยม,5d ago
1929,APAC Compliance & Privacy Supervisor,https://th.jobsdb.com//th/en/job/apac-compliance-privacy-supervisor-300003002454690?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1930&jobId=jobsdb-th-job-300003002454690,UPS SCS Services (Thailand) Limited,Suanluang,"Bachelor’s degree in law, finance",4 to 6 years’ experience in compliance / audit,Good applied knowledge of Privacy requirements,20h ago
1930,Researcher / BTS Saint Louis / 30 – 50K,https://th.jobsdb.com//th/en/job/researcher-bts-saint-louis-30-50k-300003002453153?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1931&jobId=jobsdb-th-job-300003002453153,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,Bachelor's degree in any field,3 years of experience in researcher,Good command of English,2d ago
1931,Product Management (Corporate Cash Management - SME),https://th.jobsdb.com//th/en/job/product-management-corporate-cash-management-sme-300003002459537?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1932&jobId=jobsdb-th-job-300003002459537,Bangkok Bank Public Company Limited,Sathorn,execution of assigned product developments,Provide market intelligence,develop new products and solutions,6d ago
1932,Angular Developer / Programmer,https://th.jobsdb.com//th/en/job/angular-developer-programmer-300003002462165?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1933&jobId=jobsdb-th-job-300003002462165,CODIUM Company Limited,Pathumwan,Angular Developer / Programmer,Angular,"Friendly, cozy, delicious, high-tech environment",1d ago
1933,PROGRAMMER,https://th.jobsdb.com//th/en/job/programmer-300003002449485?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1934&jobId=jobsdb-th-job-300003002449485,Meyer Industries Limited,Chonburi,ERP Support,SQL Server databases.,MRP Support,8d ago
1934,Cybersecurity Engineer,https://th.jobsdb.com//th/en/job/cybersecurity-engineer-300003002457988?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1935&jobId=jobsdb-th-job-300003002457988,Cloud HM Company Limited,Jatuchak,Competitive compensation with commission,"Agile, team with strong emphasis on teamwork","Fast-paced, fun atmosphere",1d ago
1935,วิศวกรไฟฟ้า,https://th.jobsdb.com//th/en/job/%E0%B8%A7%E0%B8%B4%E0%B8%A8%E0%B8%A7%E0%B8%81%E0%B8%A3%E0%B9%84%E0%B8%9F%E0%B8%9F%E0%B9%89%E0%B8%B2-300003002458085?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1936&jobId=jobsdb-th-job-300003002458085,BLUE WHITE SOLUTION AND SERVICE COMPANY LIMITED,Songkhla,,,,1d ago
1936,Graphic Designer/Graphic Designer,https://th.jobsdb.com//th/en/job/graphic-designer-graphic-designer-300003002458343?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1937&jobId=jobsdb-th-job-300003002458343,Dynasty Ceramic Public Company Limited,Huaykwang,ปฏิบัติงาน วันจันทร์ – วันศุกร์ เวลา 08.30-17.00 น,โบนัส ปีละ 2 ครั้ง ตามผลประกอบการ,กองทุนสำรองเลี้ยงชีพ (ส่วนบริษัทสมทบ 5-10%),20h ago
1937,Senior Manager - Human Resources CV Thailand (Head),https://th.jobsdb.com//th/en/job/senior-manager-human-resources-cv-thailand-head-300003002458580?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1938&jobId=jobsdb-th-job-300003002458580,Daimler Commercial Vehicles (Thailand) Ltd.,Sathorn,Head of HR,English communication,Operational excellence,20h ago
1938,System Analyst - IoT (35K–50K) (SDG-64713)/นักวิเคราะห์ระบบ --IoT,https://th.jobsdb.com//th/en/job/system-analyst-iot-35k-50k-sdg-64713-%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%A7%E0%B8%B4%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%B0%E0%B8%AB%E0%B9%8C%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A-iot-300003002461126?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1939&jobId=jobsdb-th-job-300003002461126,"RGF HR Agent (Thailand) Co., Ltd.",Wattana,Well known Japanese IT solution integrator,Implementation of ERP package,At least 3 years experience as System Analysis,4d ago
1939,Admin Page/แอดมินดูแลเพจ,https://th.jobsdb.com//th/en/job/admin-page-%E0%B9%81%E0%B8%AD%E0%B8%94%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%94%E0%B8%B9%E0%B9%81%E0%B8%A5%E0%B9%80%E0%B8%9E%E0%B8%88-300003002466890?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1940&jobId=jobsdb-th-job-300003002466890,"PL MOTOR PART & SERVICE CO.,LTD",Bangkok Area - Nakornpatom,,,,8h ago
1940,System Analyst / Senior Programmer (JLPT-1 Holder),https://th.jobsdb.com//th/en/job/system-analyst-senior-programmer-jlpt-1-holder-300003002456905?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1941&jobId=jobsdb-th-job-300003002456905,"THAI NS SOLUTIONS CO., LTD.",Bangkok,Coding skill in Java or .NET,Have JLPT(Japanese-Language Proficiency Test N-1),Have experience in Manafacturing project/company,4d ago
1941,Senior Support Consultant,https://th.jobsdb.com//th/en/job/senior-support-consultant-300003002455693?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1942&jobId=jobsdb-th-job-300003002455693,"Refinitiv Software, now part of LSEG (London Stock Exchange Group)",Bangrak,An opportunity to work with emerging technologies,Be part of connecting the world’s financial market,Experience in Programming in JAVA and Oracle/SQL,6d ago
1942,Financial management specialist/Fresh Graduate only or experience less than 1 year,https://th.jobsdb.com//th/en/job/financial-management-specialist-fresh-graduate-only-or-experience-less-than-1-year-300003002466048?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1943&jobId=jobsdb-th-job-300003002466048,"HAVAL SALES (THAILAND) CO., LTD.",Rayong,Investment Plan,Provide financial forecasting and modelling,Able to communicate in English or Chinese,4d ago
1943,Marketing & Business Development Officer (2 อัตรา)/เจ้าหน้าที่การตลาดและพัฒนาธุรกิจ (2 อัตรา),https://th.jobsdb.com//th/en/job/marketing-business-development-officer-2-%E0%B8%AD%E0%B8%B1%E0%B8%95%E0%B8%A3%E0%B8%B2-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%88-2-%E0%B8%AD%E0%B8%B1%E0%B8%95%E0%B8%A3%E0%B8%B2-300003002450557?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1944&jobId=jobsdb-th-job-300003002450557,"Sahamitr Pressure Container Public Co., Ltd.",Bangkhuntien,Market Research & Analysis,B2B International Exporter,Career Development Opportunities,7d ago
1944,Recruitment Consultant Roles - Multiple Disciplines,https://th.jobsdb.com//th/en/job/recruitment-consultant-roles-multiple-disciplines-300003002453872?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1945&jobId=jobsdb-th-job-300003002453872,Robert Walters Thailand,Bangkok,Option to be based in Bangkok or Chonburi*,Manage client roles,"Source, select and match candidates",1d ago
1945,Marketing Manager (Consumer),https://th.jobsdb.com//th/en/job/marketing-manager-consumer-300003002467814?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1946&jobId=jobsdb-th-job-300003002467814,Good Doctor Technology (Singapore) Pte Ltd.,Pathumwan,,,,7h ago
1946,R&D – Junior / Senior (2 vacancies),https://th.jobsdb.com//th/en/job/r-d-junior-senior-2-vacancies-300003002455543?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1947&jobId=jobsdb-th-job-300003002455543,Orenburg Consulting Group,Samutprakarn > Muang,"degree in Chemistry, Organic synthesis, polymer","colorants, textile, chemical product.",Good in written and spoken English.,6d ago
1947,Product Owner Manager ( Microservices ),https://th.jobsdb.com//th/en/job/product-owner-manager-microservices-300003002460746?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1948&jobId=jobsdb-th-job-300003002460746,The Minor Food Group Public Company Limited,Bangkok,Own digital microservices platform developments,Improving API platforms,Control procedures and data flow policies,5d ago
1948,Financial and Accounting Manager ( Based in Vietnam ),https://th.jobsdb.com//th/en/job/financial-and-accounting-manager-based-in-vietnam-300003002453803?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1949&jobId=jobsdb-th-job-300003002453803,PATAYA FOOD GROUP,Overseas,"Bachelor’s degree or higher, major in finance",10 years of Financial & Accounting experiences,Good knowledge on current regulations about tax,1d ago
1949,Product Owner,https://th.jobsdb.com//th/en/job/product-owner-300003002451554?token=0~2dfadeba-22b6-401b-a53d-9f46d78869b5&sectionRank=1950&jobId=jobsdb-th-job-300003002451554,LMG Insurance Public Company Limited,Wattana,Conveying strategy & vision for the product line,Empowered to make decisions for business function,Works to resolve challenges with team,5d ago
1950,Manager Homologation,https://th.jobsdb.com//th/en/job/manager-homologation-300003002457886?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1951&jobId=jobsdb-th-job-300003002457886,Mercedes-Benz (Thailand) Ltd.,กรุงเทพมหานคร,,,,1 วันที่ผ่านมา
1951,System Analyst ด่วน!,https://th.jobsdb.com//th/en/job/system-analyst-%E0%B8%94%E0%B9%88%E0%B8%A7%E0%B8%99!-300003002449277?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1952&jobId=jobsdb-th-job-300003002449277,"Prospersof Consulting Co., Ltd.",กรุงเทพมหานคร,มีประสบการณ์พัฒนาและออกแบบระบบองค์กรธุรกิจต่าง ๆ,SQL Server (Stored procedure),ASP.NET (Web) หรือ .NET (Win),8 วันที่ผ่านมา
1952,HR Executive / Generalist,https://th.jobsdb.com//th/en/job/hr-executive-generalist-300003002453503?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1953&jobId=jobsdb-th-job-300003002453503,HRnet One Executive Recruitment (Thailand) Ltd.,ปทุมวัน,Passionate to build career in HR,Solution driven mindset,Work location at Central World,1 วันที่ผ่านมา
1953,Solution Architect (Oracle Finance System),https://th.jobsdb.com//th/en/job/solution-architect-oracle-finance-system-300003002451730?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1954&jobId=jobsdb-th-job-300003002451730,Siam Makro Public Company Limited,สวนหลวง,Excellent in English Language,Oracle Finance System is required,Experience in Retail is plus,5 วันที่ผ่านมา
1954,| Supply Chain Integrator - SCG International | /7622/,https://th.jobsdb.com//th/en/job/%7C-supply-chain-integrator-scg-international-%7C-7622-300003002450519?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1955&jobId=jobsdb-th-job-300003002450519,The Siam Cement Public Company Limited (SCG),บางซื่อ,Experienced 3-5 years in supply chain strategy/ BD,"Analyze data, Align S&OP, Map demand & supply",Create more value in supply chain ecosystems,7 วันที่ผ่านมา
1955,Payroll Executive,https://th.jobsdb.com//th/en/job/payroll-executive-300003002463248?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1956&jobId=jobsdb-th-job-300003002463248,Adecco Recruitment (Thailand) Limited,ห้วยขวาง,"Experience in compensations & benefits, payroll","Able to calculate commission, overtime & others","Excellent in Excel, Pivot and Vlookup",20 ชั่วโมงที่ผ่านมา
1956,เจ้าหน้าที่ธุรการคลังสินค้า/เจ้าหน้าที่ธุรการคลังสินค้า,https://th.jobsdb.com//th/en/job/%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2-300003002463768?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1957&jobId=jobsdb-th-job-300003002463768,"AICS CO., LTD.",ลาดกระบัง,,,,6 วันที่ผ่านมา
1957,E- Commerce Manager,https://th.jobsdb.com//th/en/job/e-commerce-manager-300003002450434?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1958&jobId=jobsdb-th-job-300003002450434,"Jaspal Co., Ltd.",กรุงเทพมหานคร,"Minimum 5 years in Omni channel, E Commerce","E Commerce, Head of E Commerce",Excellent numerical and analytical skills,7 วันที่ผ่านมา
1958,"[Urgent!] System Analyst - Java or Oracle Forms/Reports (Based in Rayong - Map Ta Phut)/Manufacturing, SCM",https://th.jobsdb.com//th/en/job/%5Burgent!%5D-system-analyst-java-or-oracle-forms-reports-based-in-rayong-map-ta-phut-manufacturing-scm-300003002464721?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1959&jobId=jobsdb-th-job-300003002464721,"THAI NS SOLUTIONS CO., LTD.",ระยอง,5 years experience in System Development,Have experience in Java or Oracle Forms/Reports,Have SA experience in Manufacturing/SCM project,5 วันที่ผ่านมา
1959,Service Sales Engineer (Transformer Business),https://th.jobsdb.com//th/en/job/service-sales-engineer-transformer-business-300003002453804?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1960&jobId=jobsdb-th-job-300003002453804,Hitachi Energy (Thailand) Limited,ปริมณฑล-สมุทรปราการ,International Working Atmosphere,Team player Focus,opportunity for oversea exlorations,1 วันที่ผ่านมา
1960,Risk Management Manager/Risk Management Manager,https://th.jobsdb.com//th/en/job/risk-management-manager-risk-management-manager-300003002462442?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1961&jobId=jobsdb-th-job-300003002462442,KB J Capital Company Limited,กรุงเทพมหานคร,"Risk Assessment , Control and Management",Risk Model management,Measuring and monitoring Key Risk Indicators,1 วันที่ผ่านมา
1961,Business Development Executive,https://th.jobsdb.com//th/en/job/business-development-executive-300003002449525?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1962&jobId=jobsdb-th-job-300003002449525,"CEIC Data (Thailand) Co., Ltd.",คลองเตย,,,,8 วันที่ผ่านมา
1962,Finance Manager for a leading container terminals / Laem Chabang Port / Up to 80K+Bonus,https://th.jobsdb.com//th/en/job/finance-manager-for-a-leading-container-terminals-laem-chabang-port-up-to-80k-bonus-300003002466402?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1963&jobId=jobsdb-th-job-300003002466402,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",ภาคตะวันออก,Finance Manager,A leading Container terminals,"5 working days, Good benefits & welfare, Bonus",2 วันที่ผ่านมา
1963,System Analysis Specialist   ด่วน!!,https://th.jobsdb.com//th/en/job/system-analysis-specialist-%E0%B8%94%E0%B9%88%E0%B8%A7%E0%B8%99!!-300003002451211?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1964&jobId=jobsdb-th-job-300003002451211,"Prospersof Consulting Co., Ltd.",กรุงเทพมหานคร,มีประสบการณ์พัฒนาและออกแบบระบบองค์กรธุรกิจต่าง ๆ,SQL Server (Stored procedure),ASP.NET (Web) หรือ .NET (Win),5 วันที่ผ่านมา
1964,"Head of Entomology - THB 100,000 - Food Production",https://th.jobsdb.com//th/en/job/head-of-entomology-thb-100-000-food-production-300003002458121?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1965&jobId=jobsdb-th-job-300003002458121,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",เพชรบุรี,"Head of Entomology - THB 100,000",Food Production MSC/Ph.D. in Entomology/Biology,Petchaburi location,1 วันที่ผ่านมา
1965,Product Owner,https://th.jobsdb.com//th/en/job/product-owner-300003002457276?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1966&jobId=jobsdb-th-job-300003002457276,"Ookbee Co., Ltd.",สวนหลวง,"Experience in product owner, product development","Passion in software products, start-ups","Knowledge of Defi, NFTs and Blockchain is plus.",4 วันที่ผ่านมา
1966,Senior Medical Consultant,https://th.jobsdb.com//th/en/job/senior-medical-consultant-300003002467958?token=0~2b66ba87-06da-448d-9ce4-4afe7427c314&sectionRank=1967&jobId=jobsdb-th-job-300003002467958,AXA Insurance Public Company Limited,สาทร,"3 years Claim experience (Fraud claims, payment)","Nursing/ Medical background, English skill","Flexi Time/ WFH/ Near MRT Lumpini, D&I Workplace",6 ชั่วโมงที่ผ่านมา
